Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.SG01NAC16P20A99,2010.03,10918,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2011.03,11439,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2012.03,12352,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2013.03,12622,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2014.03,13495,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2015.03,14005,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2016.03,13549,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2017.03,13881,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2018.03,14788,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2019.03,15773,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2020.03,16564,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
